id,run_id,game_id,section_name,position_in_section,overall_position
172,3,224,Popular,6,
173,3,331,Popular,7,
174,3,139,Popular,8,
175,3,337,Popular,9,
176,3,372,Popular,10,
177,3,354,Popular,11,
178,3,60,Popular,12,
179,3,376,Popular,13,
180,3,386,Popular,14,
181,3,273,Popular,15,
182,3,344,Popular,16,
183,3,97,Popular,17,
184,3,348,Popular,18,
185,3,6,Popular,19,
186,3,308,New Games,1,6
187,3,105,New Games,2,7
188,3,321,New Games,3,8
189,3,253,New Games,4,9
190,3,354,New Games,5,10
191,3,305,New Games,6,
192,3,90,New Games,7,
193,3,307,New Games,8,
194,3,115,New Games,9,
195,3,277,New Games,10,
196,3,203,New Games,11,
197,3,200,New Games,12,
198,3,60,New Games,13,
199,3,267,New Games,14,
200,3,135,Slots,1,11
201,3,80,Slots,2,12
202,3,307,Slots,3,13
203,3,389,Slots,4,14
204,3,245,Slots,5,15
205,3,393,Slots,6,
206,3,283,Slots,7,
207,3,137,Slots,8,
208,3,271,Slots,9,
209,3,16,Slots,10,
210,3,335,Slots,11,
211,3,209,Slots,12,
212,3,188,Slots,13,
213,3,211,Slots,14,
214,3,229,Slots,15,
215,3,156,Slots,16,
216,3,180,Slots,17,
217,3,217,Slots,18,
218,3,392,Slots,19,
219,3,235,Slots,20,
220,3,10,Slots,21,
221,3,97,Slots,22,
222,3,232,Slots,23,
223,3,352,Slots,24,
224,3,317,Slots,25,
225,3,149,Slots,26,
226,3,173,Slots,27,
227,3,5,Slots,28,
228,3,272,Slots,29,
229,3,216,Slots,30,
230,3,334,Slots,31,
231,3,340,Live Casino,1,16
232,3,293,Live Casino,2,17
233,3,368,Live Casino,3,18
234,3,300,Live Casino,4,19
235,3,311,Live Casino,5,20
236,3,406,Live Casino,6,
237,3,172,Live Casino,7,
238,3,367,Live Casino,8,
239,3,115,Jackpots,1,21
240,3,42,Jackpots,2,22
241,3,156,Jackpots,3,23
242,3,394,Jackpots,4,24
243,3,307,Jackpots,5,25
244,3,185,Jackpots,6,
245,3,191,Jackpots,7,
246,3,235,Jackpots,8,
247,4,299,Popular,1,1
248,4,160,Popular,2,2
249,4,129,Popular,3,3
250,4,381,Popular,4,4
251,4,72,Popular,5,5
252,4,121,Popular,6,
253,4,133,Popular,7,
254,4,328,Popular,8,
255,4,169,Popular,9,
256,4,44,Popular,10,
257,4,47,Popular,11,
258,4,12,Popular,12,
259,4,402,Popular,13,
260,4,284,Popular,14,
261,4,142,Popular,15,
262,4,341,Popular,16,
263,4,269,Popular,17,
264,4,232,Popular,18,
265,4,14,Popular,19,
266,4,55,Popular,20,
267,4,248,Popular,21,
268,4,136,Popular,22,
269,4,335,Popular,23,
270,4,382,New Games,1,6
271,4,215,New Games,2,7
272,4,171,New Games,3,8
273,4,202,New Games,4,9
274,4,108,New Games,5,10
275,4,347,New Games,6,
276,4,105,New Games,7,
277,4,354,New Games,8,
278,4,305,New Games,9,
279,4,116,New Games,10,
280,4,145,New Games,11,
281,4,115,New Games,12,
282,4,264,New Games,13,
283,4,39,New Games,14,
284,4,321,New Games,15,
285,4,117,New Games,16,
286,4,308,New Games,17,
287,4,409,New Games,18,
288,4,233,Slots,1,11
289,4,307,Slots,2,12
290,4,165,Slots,3,13
291,4,410,Slots,4,14
292,4,161,Slots,5,15
293,4,238,Slots,6,
294,4,322,Slots,7,
295,4,42,Slots,8,
296,4,85,Slots,9,
297,4,121,Slots,10,
298,4,283,Slots,11,
299,4,63,Slots,12,
300,4,309,Slots,13,
301,4,292,Slots,14,
302,4,265,Slots,15,
303,4,346,Slots,16,
304,4,114,Slots,17,
305,4,280,Slots,18,
306,4,239,Slots,19,
307,4,353,Slots,20,
308,4,112,Slots,21,
309,4,250,Slots,22,
310,4,358,Slots,23,
311,4,152,Slots,24,
312,4,92,Slots,25,
313,4,108,Slots,26,
314,4,151,Slots,27,
315,4,275,Slots,28,
316,4,62,Slots,29,
317,4,47,Slots,30,
318,4,9,Slots,31,
319,4,69,Slots,32,
320,4,210,Slots,33,
321,4,339,Live Casino,1,16
322,4,24,Live Casino,2,17
323,4,407,Live Casino,3,18
324,4,88,Live Casino,4,19
325,4,226,Live Casino,5,20
326,4,109,Live Casino,6,
327,4,364,Jackpots,1,21
328,4,92,Jackpots,2,22
329,4,198,Jackpots,3,23
330,4,108,Jackpots,4,24
331,4,240,Jackpots,5,25
332,4,39,Jackpots,6,
333,4,359,Jackpots,7,
334,4,64,Jackpots,8,
335,4,280,Jackpots,9,
336,4,233,Jackpots,10,
337,4,388,Jackpots,11,
338,4,17,Jackpots,12,
339,4,379,Jackpots,13,
340,5,266,Popular,1,1
341,5,349,Popular,2,2
342,5,372,Popular,3,3
343,5,298,Popular,4,4
344,5,149,Popular,5,5
345,5,158,Popular,6,
346,5,170,Popular,7,
347,5,149,Popular,8,
348,5,399,Popular,9,
349,5,52,Popular,10,
350,5,226,Popular,11,
351,5,55,Popular,12,
352,5,358,Popular,13,
353,5,32,Popular,14,
354,5,370,Popular,15,
355,5,176,Popular,16,
356,5,395,Popular,17,
357,5,392,Popular,18,
358,5,82,Popular,19,
359,5,36,New Games,1,6
360,5,107,New Games,2,7
361,5,107,New Games,3,8
362,5,58,New Games,4,9
363,5,90,New Games,5,10
364,5,412,New Games,6,
365,5,323,New Games,7,
366,5,321,New Games,8,
367,5,70,New Games,9,
368,5,255,New Games,10,
369,5,254,New Games,11,
370,5,147,New Games,12,
371,5,277,Slots,1,11
372,5,94,Slots,2,12
373,5,347,Slots,3,13
374,5,55,Slots,4,14
375,5,130,Slots,5,15
376,5,77,Slots,6,
377,5,1,Slots,7,
378,5,122,Slots,8,
379,5,408,Slots,9,
380,5,183,Slots,10,
381,5,217,Slots,11,
382,5,353,Slots,12,
383,5,270,Slots,13,
384,5,296,Slots,14,
385,5,366,Slots,15,
386,5,332,Slots,16,
387,5,138,Slots,17,
388,5,377,Slots,18,
389,5,399,Slots,19,
390,5,161,Slots,20,
391,5,142,Slots,21,
392,5,252,Slots,22,
393,5,36,Slots,23,
394,5,140,Slots,24,
395,5,111,Slots,25,
396,5,259,Slots,26,
397,5,48,Slots,27,
398,5,25,Slots,28,
399,5,385,Slots,29,
400,5,206,Live Casino,1,16
401,5,368,Live Casino,2,17
402,5,357,Live Casino,3,18
403,5,204,Live Casino,4,19
404,5,407,Live Casino,5,20
405,5,319,Live Casino,6,
406,5,5,Live Casino,7,
407,5,23,Live Casino,8,
408,5,28,Live Casino,9,
409,5,121,Jackpots,1,21
410,5,207,Jackpots,2,22
411,5,122,Jackpots,3,23
412,5,411,Jackpots,4,24
413,5,394,Jackpots,5,25
414,5,98,Jackpots,6,
415,5,264,Jackpots,7,
416,5,119,Jackpots,8,
417,5,2,Jackpots,9,
418,5,259,Jackpots,10,
419,5,352,Jackpots,11,
420,5,247,Jackpots,12,
421,6,281,Popular,1,1
422,6,246,Popular,2,2
423,6,294,Popular,3,3
424,6,288,Popular,4,4
425,6,31,Popular,5,5
426,6,41,Popular,6,
427,6,24,Popular,7,
428,6,291,Popular,8,
429,6,3,Popular,9,
430,6,44,Popular,10,
431,6,58,Popular,11,
432,6,331,Popular,12,
433,6,216,Popular,13,
434,6,333,Popular,14,
435,6,194,Popular,15,
436,6,48,Popular,16,
437,6,131,Popular,17,
438,6,176,Popular,18,
439,6,104,Popular,19,
440,6,74,Popular,20,
441,6,278,Popular,21,
442,6,306,Popular,22,
443,6,304,Popular,23,
444,6,133,New Games,1,6
445,6,307,New Games,2,7
446,6,271,New Games,3,8
447,6,129,New Games,4,9
448,6,87,New Games,5,10
449,6,203,New Games,6,
450,6,264,New Games,7,
451,6,382,New Games,8,
452,6,345,New Games,9,
453,6,316,New Games,10,
454,6,313,New Games,11,
455,6,200,New Games,12,
456,6,207,New Games,13,
457,6,124,Slots,1,11
458,6,25,Slots,2,12
459,6,244,Slots,3,13
460,6,44,Slots,4,14
461,6,176,Slots,5,15
462,6,223,Slots,6,
463,6,224,Slots,7,
464,6,243,Slots,8,
465,6,195,Slots,9,
466,6,299,Slots,10,
467,6,157,Slots,11,
468,6,358,Slots,12,
469,6,139,Slots,13,
470,6,200,Slots,14,
471,6,32,Slots,15,
472,6,401,Slots,16,
473,6,104,Slots,17,
474,6,395,Slots,18,
475,6,394,Slots,19,
476,6,77,Slots,20,
477,6,307,Slots,21,
478,6,175,Slots,22,
479,6,56,Slots,23,
480,6,219,Slots,24,
481,6,43,Slots,25,
482,6,145,Slots,26,
483,6,164,Slots,27,
484,6,339,Live Casino,1,16
485,6,149,Live Casino,2,17
486,6,327,Live Casino,3,18
487,6,309,Live Casino,4,19
488,6,130,Jackpots,1,20
489,6,366,Jackpots,2,21
490,6,35,Jackpots,3,22
491,6,327,Jackpots,4,23
492,6,307,Jackpots,5,24
493,6,197,Jackpots,6,
494,6,308,Jackpots,7,
495,6,203,Jackpots,8,
496,7,128,Popular,1,1
497,7,77,Popular,2,2
498,7,162,Popular,3,3
499,7,34,Popular,4,4
500,7,47,Popular,5,5
501,7,51,Popular,6,
502,7,40,Popular,7,
503,7,391,Popular,8,
504,7,19,Popular,9,
505,7,82,Popular,10,
506,7,296,Popular,11,
507,7,71,Popular,12,
508,7,338,Popular,13,
509,7,203,Popular,14,
510,7,35,Popular,15,
511,7,360,Popular,16,
512,7,344,Popular,17,
513,7,287,Popular,18,
514,7,234,Popular,19,
515,7,408,Popular,20,
516,7,29,Popular,21,
517,7,123,Popular,22,
518,7,58,New Games,1,6
519,7,171,New Games,2,7
520,7,200,New Games,3,8
521,7,292,New Games,4,9
522,7,90,New Games,5,10
523,7,253,New Games,6,
524,7,39,New Games,7,
525,7,308,New Games,8,
526,7,305,New Games,9,
527,7,321,New Games,10,
528,7,271,New Games,11,
529,7,60,New Games,12,
530,7,307,New Games,13,
531,7,32,New Games,14,
532,7,19,New Games,15,
533,7,74,Slots,1,11
534,7,382,Slots,2,12
535,7,134,Slots,3,13
536,7,5,Slots,4,14
537,7,132,Slots,5,15
538,7,274,Slots,6,
539,7,128,Slots,7,
540,7,309,Slots,8,
541,7,276,Slots,9,
542,7,272,Slots,10,
543,7,34,Slots,11,
544,7,226,Slots,12,
545,7,19,Slots,13,
546,7,236,Slots,14,
547,7,201,Slots,15,
548,7,337,Slots,16,
549,7,314,Slots,17,
550,7,179,Slots,18,
551,7,12,Slots,19,
552,7,71,Slots,20,
553,7,150,Slots,21,
554,7,320,Slots,22,
555,7,358,Slots,23,
556,7,135,Slots,24,
557,7,40,Slots,25,
558,7,356,Slots,26,
559,7,409,Slots,27,
560,7,312,Slots,28,
561,7,381,Slots,29,
562,7,172,Live Casino,1,16
563,7,218,Live Casino,2,17
564,7,212,Live Casino,3,18
565,7,402,Live Casino,4,19
566,7,300,Live Casino,5,20
567,7,293,Live Casino,6,
568,7,184,Jackpots,1,21
569,7,43,Jackpots,2,22
570,7,391,Jackpots,3,23
571,7,278,Jackpots,4,24
572,7,116,Jackpots,5,25
573,7,265,Jackpots,6,
574,7,223,Jackpots,7,
575,7,307,Jackpots,8,
576,7,292,Jackpots,9,
577,7,234,Jackpots,10,
578,7,123,Jackpots,11,
579,7,277,Jackpots,12,
580,7,77,Jackpots,13,
581,8,19,Popular,1,1
582,8,44,Popular,2,2
583,8,399,Popular,3,3
584,8,281,Popular,4,4
585,8,179,Popular,5,5
586,8,75,Popular,6,
587,8,387,Popular,7,
588,8,286,Popular,8,
589,8,12,Popular,9,
590,8,131,Popular,10,
591,8,85,Popular,11,
592,8,86,Popular,12,
593,8,181,Popular,13,
594,8,16,Popular,14,
595,8,299,Popular,15,
596,8,271,Popular,16,
597,8,27,Popular,17,
598,8,324,Popular,18,
599,8,378,Popular,19,
600,8,139,Popular,20,
601,8,56,Popular,21,
602,8,116,New Games,1,6
603,8,409,New Games,2,7
604,8,331,New Games,3,8
605,8,346,New Games,4,9
606,8,411,New Games,5,10
607,8,410,New Games,6,
608,8,113,New Games,7,
609,8,308,New Games,8,
610,8,60,New Games,9,
611,8,200,New Games,10,
612,8,19,New Games,11,
613,8,382,New Games,12,
614,8,12,New Games,13,
615,8,92,New Games,14,
616,8,291,New Games,15,
617,8,139,New Games,16,
618,8,277,New Games,17,
619,8,8,Slots,1,11
620,8,31,Slots,2,12
621,8,6,Slots,3,13
622,8,273,Slots,4,14
623,8,290,Slots,5,15
624,8,146,Slots,6,
625,8,331,Slots,7,
626,8,199,Slots,8,
627,8,150,Slots,9,
628,8,114,Slots,10,
629,8,399,Slots,11,
630,8,65,Slots,12,
631,8,9,Slots,13,
632,8,270,Slots,14,
633,8,387,Slots,15,
634,8,101,Slots,16,
635,8,211,Slots,17,
636,8,335,Slots,18,
637,8,5,Slots,19,
638,8,216,Slots,20,
639,8,235,Slots,21,
640,8,19,Slots,22,
641,8,52,Slots,23,
642,8,39,Slots,24,
643,8,359,Slots,25,
644,8,394,Slots,26,
645,8,238,Slots,27,
646,8,271,Slots,28,
647,8,172,Live Casino,1,16
648,8,61,Live Casino,2,17
649,8,367,Live Casino,3,18
650,8,11,Jackpots,1,19
651,8,181,Jackpots,2,20
652,8,173,Jackpots,3,21
653,8,86,Jackpots,4,22
654,8,21,Jackpots,5,23
655,8,243,Jackpots,6,
656,8,299,Jackpots,7,
657,8,236,Jackpots,8,
658,8,228,Jackpots,9,
659,8,211,Jackpots,10,
660,8,6,Jackpots,11,
661,8,232,Jackpots,12,
662,9,177,Popular,1,1
663,9,375,Popular,2,2
664,9,337,Popular,3,3
665,9,265,Popular,4,4
666,9,34,Popular,5,5
667,9,48,Popular,6,
668,9,209,Popular,7,
669,9,103,Popular,8,
670,9,411,Popular,9,
671,9,128,Popular,10,
672,9,306,Popular,11,
673,9,26,Popular,12,
674,9,137,Popular,13,
675,9,283,Popular,14,
676,9,166,Popular,15,
677,9,63,Popular,16,
678,9,378,Popular,17,
679,9,21,Popular,18,
680,9,127,Popular,19,
681,9,266,Popular,20,
682,9,129,New Games,1,6
683,9,200,New Games,2,7
684,9,39,New Games,3,8
685,9,203,New Games,4,9
686,9,343,New Games,5,10
687,9,118,New Games,6,
688,9,411,New Games,7,
689,9,159,New Games,8,
690,9,308,New Games,9,
691,9,276,New Games,10,
692,9,277,New Games,11,
693,9,156,New Games,12,
694,9,260,Slots,1,11
695,9,320,Slots,2,12
696,9,197,Slots,3,13
697,9,238,Slots,4,14
698,9,63,Slots,5,15
699,9,203,Slots,6,
700,9,232,Slots,7,
701,9,333,Slots,8,
702,9,126,Slots,9,
703,9,282,Slots,10,
704,9,266,Slots,11,
705,9,42,Slots,12,
706,9,306,Slots,13,
707,9,123,Slots,14,
708,9,21,Slots,15,
709,9,352,Slots,16,
710,9,128,Slots,17,
711,9,97,Slots,18,
712,9,22,Slots,19,
713,9,371,Slots,20,
714,9,276,Slots,21,
715,9,29,Slots,22,
716,9,265,Slots,23,
717,9,70,Slots,24,
718,9,257,Slots,25,
719,9,388,Slots,26,
720,9,44,Slots,27,
721,9,184,Slots,28,
722,9,372,Slots,29,
723,9,392,Slots,30,
724,9,59,Slots,31,
725,9,149,Slots,32,
726,9,357,Live Casino,1,16
727,9,403,Live Casino,2,17
728,9,402,Live Casino,3,18
729,9,186,Live Casino,4,19
730,9,218,Live Casino,5,20
731,9,293,Live Casino,6,
732,9,340,Live Casino,7,
733,9,177,Jackpots,1,21
734,9,17,Jackpots,2,22
735,9,264,Jackpots,3,23
736,9,345,Jackpots,4,24
737,9,80,Jackpots,5,25
738,9,236,Jackpots,6,
739,9,316,Jackpots,7,
740,9,39,Jackpots,8,
741,9,77,Jackpots,9,
742,9,245,Jackpots,10,
743,9,98,Jackpots,11,
744,10,306,Popular,1,1
745,10,93,Popular,2,2
746,10,40,Popular,3,3
747,10,369,Popular,4,4
748,10,283,Popular,5,5
749,10,201,Popular,6,
750,10,228,Popular,7,
751,10,140,Popular,8,
752,10,17,Popular,9,
753,10,270,Popular,10,
754,10,73,Popular,11,
755,10,267,Popular,12,
756,10,152,Popular,13,
757,10,305,Popular,14,
758,10,411,Popular,15,
759,10,71,Popular,16,
760,10,208,Popular,17,
761,10,131,Popular,18,
762,10,8,Popular,19,
763,10,209,Popular,20,
764,10,86,Popular,21,
765,10,308,New Games,1,6
766,10,87,New Games,2,7
767,10,395,New Games,3,8
768,10,90,New Games,4,9
769,10,32,New Games,5,10
770,10,321,New Games,6,
771,10,304,New Games,7,
772,10,305,New Games,8,
773,10,200,New Games,9,
774,10,307,New Games,10,
775,10,19,New Games,11,
776,10,39,New Games,12,
777,10,118,New Games,13,
778,10,58,New Games,14,
779,10,292,New Games,15,
780,10,129,New Games,16,
781,10,30,New Games,17,
782,10,60,New Games,18,
783,10,369,Slots,1,11
784,10,394,Slots,2,12
785,10,130,Slots,3,13
786,10,190,Slots,4,14
787,10,32,Slots,5,15
788,10,16,Slots,6,
789,10,129,Slots,7,
790,10,290,Slots,8,
791,10,160,Slots,9,
792,10,395,Slots,10,
793,10,278,Slots,11,
794,10,261,Slots,12,
795,10,139,Slots,13,
796,10,119,Slots,14,
797,10,69,Slots,15,
798,10,360,Slots,16,
799,10,215,Slots,17,
800,10,236,Slots,18,
801,10,320,Slots,19,
802,10,67,Slots,20,
803,10,242,Slots,21,
804,10,408,Slots,22,
805,10,122,Slots,23,
806,10,27,Slots,24,
807,10,328,Slots,25,
808,10,333,Slots,26,
809,10,40,Slots,27,
810,10,76,Slots,28,
811,10,189,Slots,29,
812,10,362,Slots,30,
813,10,280,Slots,31,
814,10,100,Live Casino,1,16
815,10,108,Live Casino,2,17
816,10,367,Live Casino,3,18
817,10,109,Live Casino,4,19
818,10,368,Live Casino,5,20
819,10,340,Live Casino,6,
820,10,172,Live Casino,7,
821,10,300,Live Casino,8,
822,10,319,Live Casino,9,
823,10,186,Live Casino,10,
824,10,401,Live Casino,11,
825,10,23,Live Casino,12,
826,10,155,Jackpots,1,21
827,10,388,Jackpots,2,22
828,10,123,Jackpots,3,23
829,10,119,Jackpots,4,24
830,10,334,Jackpots,5,25
831,10,294,Jackpots,6,
832,10,312,Jackpots,7,
833,10,352,Jackpots,8,
834,10,63,Jackpots,9,
835,10,149,Jackpots,10,
836,10,161,Jackpots,11,
837,10,281,Jackpots,12,
838,11,148,Popular,1,1
839,11,43,Popular,2,2
840,11,287,Popular,3,3
841,11,60,Popular,4,4
842,11,123,Popular,5,5
843,11,410,Popular,6,
844,11,282,Popular,7,
845,11,321,Popular,8,
846,11,145,Popular,9,
847,11,21,Popular,10,
848,11,27,Popular,11,
849,11,129,Popular,12,
850,11,9,Popular,13,
851,11,333,Popular,14,
852,11,59,Popular,15,
853,11,314,Popular,16,
854,11,189,Popular,17,
855,11,5,Popular,18,
856,11,386,Popular,19,
857,11,251,Popular,20,
858,11,330,Popular,21,
859,11,91,Popular,22,
860,11,32,New Games,1,6
861,11,129,New Games,2,7
862,11,118,New Games,3,8
863,11,171,New Games,4,9
864,11,347,New Games,5,10
865,11,80,New Games,6,
866,11,331,New Games,7,
867,11,180,New Games,8,
868,11,253,New Games,9,
869,11,60,New Games,10,
870,11,277,New Games,11,
871,11,145,New Games,12,
872,11,313,New Games,13,
873,11,321,New Games,14,
874,11,362,New Games,15,
875,11,203,New Games,16,
876,11,185,Slots,1,11
877,11,410,Slots,2,12
878,11,86,Slots,3,13
879,11,26,Slots,4,14
880,11,394,Slots,5,15
881,11,321,Slots,6,
882,11,123,Slots,7,
883,11,77,Slots,8,
884,11,11,Slots,9,
885,11,91,Slots,10,
886,11,361,Slots,11,
887,11,192,Slots,12,
888,11,132,Slots,13,
889,11,246,Slots,14,
890,11,136,Slots,15,
891,11,257,Slots,16,
892,11,237,Slots,17,
893,11,49,Slots,18,
894,11,171,Slots,19,
895,11,189,Slots,20,
896,11,203,Slots,21,
897,11,58,Slots,22,
898,11,392,Slots,23,
899,11,129,Slots,24,
900,11,200,Slots,25,
901,11,336,Slots,26,
902,11,208,Slots,27,
903,11,119,Slots,28,
904,11,230,Slots,29,
905,11,100,Live Casino,1,16
906,11,218,Live Casino,2,17
907,11,357,Live Casino,3,18
908,11,23,Live Casino,4,19
909,11,401,Live Casino,5,20
910,11,406,Live Casino,6,
911,11,93,Jackpots,1,21
912,11,257,Jackpots,2,22
913,11,225,Jackpots,3,23
914,11,309,Jackpots,4,24
915,11,284,Jackpots,5,25
916,11,216,Jackpots,6,
917,11,135,Jackpots,7,
918,11,378,Jackpots,8,
919,11,358,Jackpots,9,
920,11,362,Jackpots,10,
921,11,313,Jackpots,11,
922,11,256,Jackpots,12,
923,12,163,Popular,1,1
924,12,3,Popular,2,2
925,12,60,Popular,3,3
926,12,188,Popular,4,4
927,12,262,Popular,5,5
928,12,27,Popular,6,
929,12,14,Popular,7,
930,12,358,Popular,8,
931,12,143,Popular,9,
932,12,19,Popular,10,
933,12,236,Popular,11,
934,12,301,Popular,12,
935,12,280,Popular,13,
936,12,394,Popular,14,
937,12,333,Popular,15,
938,12,53,Popular,16,
939,12,355,Popular,17,
940,12,378,Popular,18,
941,12,6,Popular,19,
942,12,129,Popular,20,
943,12,244,Popular,21,
944,12,56,Popular,22,
945,12,296,Popular,23,
946,12,280,New Games,1,6
947,12,305,New Games,2,7
948,12,12,New Games,3,8
949,12,145,New Games,4,9
950,12,65,New Games,5,10
951,12,271,New Games,6,
952,12,171,New Games,7,
953,12,288,New Games,8,
954,12,362,New Games,9,
955,12,19,New Games,10,
956,12,321,New Games,11,
957,12,60,New Games,12,
958,12,253,New Games,13,
959,12,116,New Games,14,
960,12,237,Slots,1,11
961,12,53,Slots,2,12
962,12,152,Slots,3,13
963,12,360,Slots,4,14
964,12,355,Slots,5,15
965,12,12,Slots,6,
966,12,38,Slots,7,
967,12,80,Slots,8,
968,12,188,Slots,9,
969,12,112,Slots,10,
970,12,374,Slots,11,
971,12,358,Slots,12,
972,12,135,Slots,13,
973,12,162,Slots,14,
974,12,102,Slots,15,
975,12,167,Slots,16,
976,12,14,Slots,17,
977,12,6,Slots,18,
978,12,352,Slots,19,
979,12,394,Slots,20,
980,12,166,Slots,21,
981,12,334,Slots,22,
982,12,389,Slots,23,
983,12,338,Slots,24,
984,12,8,Slots,25,
985,12,56,Slots,26,
986,12,103,Slots,27,
987,12,305,Slots,28,
988,12,351,Slots,29,
989,12,400,Slots,30,
990,12,52,Slots,31,
991,12,383,Live Casino,1,16
992,12,357,Live Casino,2,17
993,12,405,Live Casino,3,18
994,12,403,Live Casino,4,19
995,12,23,Live Casino,5,20
996,12,61,Live Casino,6,
997,12,231,Jackpots,1,21
998,12,240,Jackpots,2,22
999,12,280,Jackpots,3,23
1000,12,53,Jackpots,4,24
1001,12,18,Jackpots,5,25
1002,12,167,Jackpots,6,
1003,12,338,Jackpots,7,
1004,12,83,Jackpots,8,
1005,12,335,Jackpots,9,
1006,13,232,Popular,1,1
1007,13,90,Popular,2,2
1008,13,250,Popular,3,3
1009,13,331,Popular,4,4
1010,13,156,Popular,5,5
1011,13,16,Popular,6,
1012,13,196,Popular,7,
1013,13,374,Popular,8,
1014,13,409,Popular,9,
1015,13,67,Popular,10,
